,issue_date_year,zip_code,permit_type,permit_issue_count
1190,2008,60612.0,PERMIT - WRECKING/DEMOLITION,30
1191,2008,60613.0,PERMIT - EASY PERMIT PROCESS,224
1192,2008,60613.0,PERMIT - ELECTRIC WIRING,166
1193,2008,60613.0,PERMIT - ELEVATOR EQUIPMENT,18
1194,2008,60613.0,PERMIT - NEW CONSTRUCTION,40
1195,2008,60613.0,PERMIT - REINSTATE REVOKED PMT,6
1196,2008,60613.0,PERMIT - RENOVATION/ALTERATION,237
1197,2008,60613.0,PERMIT - SCAFFOLDING,23
1198,2008,60613.0,PERMIT - SIGNS,32
1199,2008,60613.0,PERMIT - WRECKING/DEMOLITION,41
1200,2008,60614.0,PERMIT - EASY PERMIT PROCESS,367
1201,2008,60614.0,PERMIT - ELECTRIC WIRING,397
1202,2008,60614.0,PERMIT - ELEVATOR EQUIPMENT,54
1203,2008,60614.0,PERMIT - NEW CONSTRUCTION,68
1204,2008,60614.0,PERMIT - REINSTATE REVOKED PMT,8
1205,2008,60614.0,PERMIT - RENOVATION/ALTERATION,322
1206,2008,60614.0,PERMIT - SCAFFOLDING,35
1207,2008,60614.0,PERMIT - SIGNS,148
1208,2008,60614.0,PERMIT - WRECKING/DEMOLITION,53
1209,2008,60615.0,PERMIT - EASY PERMIT PROCESS,122
1210,2008,60615.0,PERMIT - ELECTRIC WIRING,118
1211,2008,60615.0,PERMIT - ELEVATOR EQUIPMENT,9
1212,2008,60615.0,PERMIT - REINSTATE REVOKED PMT,1
1213,2008,60615.0,PERMIT - RENOVATION/ALTERATION,159
1214,2008,60615.0,PERMIT - SCAFFOLDING,15
1215,2008,60615.0,PERMIT - SIGNS,14
1216,2008,60615.0,PERMIT - WRECKING/DEMOLITION,2
1217,2008,60616.0,PERMIT - EASY PERMIT PROCESS,163
1218,2008,60616.0,PERMIT - ELECTRIC WIRING,225
1219,2008,60616.0,PERMIT - ELEVATOR EQUIPMENT,34
1220,2008,60616.0,PERMIT - NEW CONSTRUCTION,38
1221,2008,60616.0,PERMIT - REINSTATE REVOKED PMT,1
1222,2008,60616.0,PERMIT - RENOVATION/ALTERATION,141
1223,2008,60616.0,PERMIT - SCAFFOLDING,35
1224,2008,60616.0,PERMIT - SIGNS,27
1225,2008,60616.0,PERMIT - WRECKING/DEMOLITION,15
1226,2008,60617.0,PERMIT - EASY PERMIT PROCESS,443
1227,2008,60617.0,PERMIT - ELECTRIC WIRING,423
1228,2008,60617.0,PERMIT - ELEVATOR EQUIPMENT,8
1229,2008,60617.0,PERMIT - NEW CONSTRUCTION,31
1230,2008,60617.0,PERMIT - REINSTATE REVOKED PMT,1
1231,2008,60617.0,PERMIT - RENOVATION/ALTERATION,168
1232,2008,60617.0,PERMIT - SCAFFOLDING,2
1233,2008,60617.0,PERMIT - SIGNS,83
1234,2008,60617.0,PERMIT - WRECKING/DEMOLITION,29
1235,2008,60618.0,PERMIT - EASY PERMIT PROCESS,362
1236,2008,60618.0,PERMIT - ELECTRIC WIRING,303
1237,2008,60618.0,PERMIT - ELEVATOR EQUIPMENT,19
1238,2008,60618.0,PERMIT - NEW CONSTRUCTION,52
1239,2008,60618.0,PERMIT - REINSTATE REVOKED PMT,4
1240,2008,60618.0,PERMIT - RENOVATION/ALTERATION,293
1241,2008,60618.0,PERMIT - SCAFFOLDING,4
1242,2008,60618.0,PERMIT - SIGNS,102
1243,2008,60618.0,PERMIT - WRECKING/DEMOLITION,53
1244,2008,60619.0,PERMIT - EASY PERMIT PROCESS,385
1245,2008,60619.0,PERMIT - ELECTRIC WIRING,386
1246,2008,60619.0,PERMIT - ELEVATOR EQUIPMENT,8
1247,2008,60619.0,PERMIT - NEW CONSTRUCTION,36
1248,2008,60619.0,PERMIT - REINSTATE REVOKED PMT,1
1249,2008,60619.0,PERMIT - RENOVATION/ALTERATION,216
1250,2008,60619.0,PERMIT - SCAFFOLDING,2
1251,2008,60619.0,PERMIT - SIGNS,45
1252,2008,60619.0,PERMIT - WRECKING/DEMOLITION,15
1253,2008,60620.0,PERMIT - EASY PERMIT PROCESS,363
1254,2008,60620.0,PERMIT - ELECTRIC WIRING,340
1255,2008,60620.0,PERMIT - ELEVATOR EQUIPMENT,10
1256,2008,60620.0,PERMIT - NEW CONSTRUCTION,15
1257,2008,60620.0,PERMIT - RENOVATION/ALTERATION,181
1258,2008,60620.0,PERMIT - SIGNS,70
1259,2008,60620.0,PERMIT - WRECKING/DEMOLITION,18
1260,2008,60621.0,PERMIT - EASY PERMIT PROCESS,215
1261,2008,60621.0,PERMIT - ELECTRIC WIRING,168
1262,2008,60621.0,PERMIT - ELEVATOR EQUIPMENT,5
1263,2008,60621.0,PERMIT - NEW CONSTRUCTION,28
1264,2008,60621.0,PERMIT - PORCH CONSTRUCTION,1
1265,2008,60621.0,PERMIT - RENOVATION/ALTERATION,132
1266,2008,60621.0,PERMIT - SCAFFOLDING,2
1267,2008,60621.0,PERMIT - SIGNS,16
1268,2008,60621.0,PERMIT - WRECKING/DEMOLITION,36
1269,2008,60622.0,PERMIT - EASY PERMIT PROCESS,313
1270,2008,60622.0,PERMIT - ELECTRIC WIRING,256
1271,2008,60622.0,PERMIT - ELEVATOR EQUIPMENT,24
1272,2008,60622.0,PERMIT - NEW CONSTRUCTION,51
1273,2008,60622.0,PERMIT - REINSTATE REVOKED PMT,3
1274,2008,60622.0,PERMIT - RENOVATION/ALTERATION,299
1275,2008,60622.0,PERMIT - SCAFFOLDING,9
1276,2008,60622.0,PERMIT - SIGNS,72
1277,2008,60622.0,PERMIT - WRECKING/DEMOLITION,49
1278,2008,60623.0,PERMIT - EASY PERMIT PROCESS,272
1279,2008,60623.0,PERMIT - ELECTRIC WIRING,317
1280,2008,60623.0,PERMIT - ELEVATOR EQUIPMENT,8
1281,2008,60623.0,PERMIT - NEW CONSTRUCTION,57
1282,2008,60623.0,PERMIT - REINSTATE REVOKED PMT,1
1283,2008,60623.0,PERMIT - RENOVATION/ALTERATION,202
1284,2008,60623.0,PERMIT - SCAFFOLDING,1
1285,2008,60623.0,PERMIT - SIGNS,23
1286,2008,60623.0,PERMIT - WRECKING/DEMOLITION,23
1287,2008,60624.0,PERMIT - EASY PERMIT PROCESS,227
1288,2008,60624.0,PERMIT - ELECTRIC WIRING,188
1289,2008,60624.0,PERMIT - ELEVATOR EQUIPMENT,10
1290,2008,60624.0,PERMIT - NEW CONSTRUCTION,38
1291,2008,60624.0,PERMIT - REINSTATE REVOKED PMT,3
1292,2008,60624.0,PERMIT - RENOVATION/ALTERATION,170
1293,2008,60624.0,PERMIT - SCAFFOLDING,4
1294,2008,60624.0,PERMIT - SIGNS,13
1295,2008,60624.0,PERMIT - WRECKING/DEMOLITION,16
1296,2008,60625.0,PERMIT - EASY PERMIT PROCESS,255
1297,2008,60625.0,PERMIT - ELECTRIC WIRING,234
1298,2008,60625.0,PERMIT - ELEVATOR EQUIPMENT,15
1299,2008,60625.0,PERMIT - FOR EXTENSION OF PMT,1
1300,2008,60625.0,PERMIT - NEW CONSTRUCTION,16
1301,2008,60625.0,PERMIT - REINSTATE REVOKED PMT,14
1302,2008,60625.0,PERMIT - RENOVATION/ALTERATION,223
1303,2008,60625.0,PERMIT - SCAFFOLDING,2
1304,2008,60625.0,PERMIT - SIGNS,47
1305,2008,60625.0,PERMIT - WRECKING/DEMOLITION,17
1306,2008,60626.0,PERMIT - EASY PERMIT PROCESS,115
1307,2008,60626.0,PERMIT - ELECTRIC WIRING,132
1308,2008,60626.0,PERMIT - ELEVATOR EQUIPMENT,17
1309,2008,60626.0,PERMIT - NEW CONSTRUCTION,9
1310,2008,60626.0,PERMIT - RENOVATION/ALTERATION,108
1311,2008,60626.0,PERMIT - SCAFFOLDING,7
1312,2008,60626.0,PERMIT - SIGNS,12
1313,2008,60626.0,PERMIT - WRECKING/DEMOLITION,6
1314,2008,60628.0,PERMIT - EASY PERMIT PROCESS,436
1315,2008,60628.0,PERMIT - ELECTRIC WIRING,425
1316,2008,60628.0,PERMIT - ELEVATOR EQUIPMENT,13
1317,2008,60628.0,PERMIT - NEW CONSTRUCTION,19
1318,2008,60628.0,PERMIT - RENOVATION/ALTERATION,134
1319,2008,60628.0,PERMIT - SIGNS,53
1320,2008,60628.0,PERMIT - WRECKING/DEMOLITION,46
1321,2008,60629.0,PERMIT - EASY PERMIT PROCESS,305
1322,2008,60629.0,PERMIT - ELECTRIC WIRING,355
1323,2008,60629.0,PERMIT - ELEVATOR EQUIPMENT,6
1324,2008,60629.0,PERMIT - FOR EXTENSION OF PMT,1
1325,2008,60629.0,PERMIT - NEW CONSTRUCTION,11
1326,2008,60629.0,PERMIT - RENOVATION/ALTERATION,169
1327,2008,60629.0,PERMIT - SCAFFOLDING,1
1328,2008,60629.0,PERMIT - SIGNS,38
1329,2008,60629.0,PERMIT - WRECKING/DEMOLITION,11
1330,2008,60630.0,PERMIT - EASY PERMIT PROCESS,217
1331,2008,60630.0,PERMIT - ELECTRIC WIRING,187
1332,2008,60630.0,PERMIT - ELEVATOR EQUIPMENT,7
1333,2008,60630.0,PERMIT - NEW CONSTRUCTION,13
1334,2008,60630.0,PERMIT - REINSTATE REVOKED PMT,1
1335,2008,60630.0,PERMIT - RENOVATION/ALTERATION,117
1336,2008,60630.0,PERMIT - SIGNS,52
1337,2008,60630.0,PERMIT - WRECKING/DEMOLITION,11
1338,2008,60631.0,PERMIT - EASY PERMIT PROCESS,181
1339,2008,60631.0,PERMIT - ELECTRIC WIRING,200
1340,2008,60631.0,PERMIT - ELEVATOR EQUIPMENT,9
1341,2008,60631.0,PERMIT - FOR EXTENSION OF PMT,1
1342,2008,60631.0,PERMIT - NEW CONSTRUCTION,21
1343,2008,60631.0,PERMIT - REINSTATE REVOKED PMT,2
1344,2008,60631.0,PERMIT - RENOVATION/ALTERATION,116
1345,2008,60631.0,PERMIT - SCAFFOLDING,6
1346,2008,60631.0,PERMIT - SIGNS,25
1347,2008,60631.0,PERMIT - WRECKING/DEMOLITION,15
1348,2008,60632.0,PERMIT - EASY PERMIT PROCESS,232
1349,2008,60632.0,PERMIT - ELECTRIC WIRING,441
1350,2008,60632.0,PERMIT - ELEVATOR EQUIPMENT,7
1351,2008,60632.0,PERMIT - NEW CONSTRUCTION,35
1352,2008,60632.0,PERMIT - RENOVATION/ALTERATION,128
1353,2008,60632.0,PERMIT - SCAFFOLDING,1
1354,2008,60632.0,PERMIT - SIGNS,71
1355,2008,60632.0,PERMIT - WRECKING/DEMOLITION,23
1356,2008,60633.0,PERMIT - EASY PERMIT PROCESS,35
1357,2008,60633.0,PERMIT - ELECTRIC WIRING,125
1358,2008,60633.0,PERMIT - ELEVATOR EQUIPMENT,3
1359,2008,60633.0,PERMIT - NEW CONSTRUCTION,5
1360,2008,60633.0,PERMIT - RENOVATION/ALTERATION,10
1361,2008,60633.0,PERMIT - WRECKING/DEMOLITION,5
1362,2008,60634.0,PERMIT - EASY PERMIT PROCESS,274
1363,2008,60634.0,PERMIT - ELECTRIC WIRING,164
1364,2008,60634.0,PERMIT - ELEVATOR EQUIPMENT,4
1365,2008,60634.0,PERMIT - NEW CONSTRUCTION,10
1366,2008,60634.0,PERMIT - RENOVATION/ALTERATION,142
1367,2008,60634.0,PERMIT - SIGNS,96
1368,2008,60634.0,PERMIT - WRECKING/DEMOLITION,7
1369,2008,60636.0,PERMIT - EASY PERMIT PROCESS,297
1370,2008,60636.0,PERMIT - ELECTRIC WIRING,221
1371,2008,60636.0,PERMIT - ELEVATOR EQUIPMENT,7
1372,2008,60636.0,PERMIT - NEW CONSTRUCTION,14
1373,2008,60636.0,PERMIT - REINSTATE REVOKED PMT,1
1374,2008,60636.0,PERMIT - RENOVATION/ALTERATION,138
1375,2008,60636.0,PERMIT - SIGNS,30
1376,2008,60636.0,PERMIT - WRECKING/DEMOLITION,36
1377,2008,60637.0,PERMIT - EASY PERMIT PROCESS,197
1378,2008,60637.0,PERMIT - ELECTRIC WIRING,234
1379,2008,60637.0,PERMIT - ELEVATOR EQUIPMENT,20
1380,2008,60637.0,PERMIT - NEW CONSTRUCTION,39
1381,2008,60637.0,PERMIT - REINSTATE REVOKED PMT,7
1382,2008,60637.0,PERMIT - RENOVATION/ALTERATION,246
1383,2008,60637.0,PERMIT - SCAFFOLDING,15
1384,2008,60637.0,PERMIT - SIGNS,24
1385,2008,60637.0,PERMIT - WRECKING/DEMOLITION,13
1386,2008,60638.0,PERMIT - EASY PERMIT PROCESS,199
1387,2008,60638.0,PERMIT - ELECTRIC WIRING,309
1388,2008,60638.0,PERMIT - ELEVATOR EQUIPMENT,3
1389,2008,60638.0,PERMIT - NEW CONSTRUCTION,20
1390,2008,60638.0,PERMIT - REINSTATE REVOKED PMT,3
1391,2008,60638.0,PERMIT - RENOVATION/ALTERATION,103
1392,2008,60638.0,PERMIT - SIGNS,30
1393,2008,60638.0,PERMIT - WRECKING/DEMOLITION,7
1394,2008,60639.0,PERMIT - EASY PERMIT PROCESS,269
1395,2008,60639.0,PERMIT - ELECTRIC WIRING,206
1396,2008,60639.0,PERMIT - ELEVATOR EQUIPMENT,7
1397,2008,60639.0,PERMIT - NEW CONSTRUCTION,16
1398,2008,60639.0,PERMIT - RENOVATION/ALTERATION,178
1399,2008,60639.0,PERMIT - SCAFFOLDING,2
1400,2008,60639.0,PERMIT - SIGNS,89
1401,2008,60639.0,PERMIT - WRECKING/DEMOLITION,9
1402,2008,60640.0,PERMIT - EASY PERMIT PROCESS,222
1403,2008,60640.0,PERMIT - ELECTRIC WIRING,148
1404,2008,60640.0,PERMIT - ELEVATOR EQUIPMENT,11
1405,2008,60640.0,PERMIT - NEW CONSTRUCTION,22
1406,2008,60640.0,PERMIT - RENOVATION/ALTERATION,215
1407,2008,60640.0,PERMIT - SCAFFOLDING,20
1408,2008,60640.0,PERMIT - SIGNS,96
1409,2008,60640.0,PERMIT - WRECKING/DEMOLITION,6
1410,2008,60641.0,PERMIT - EASY PERMIT PROCESS,236
1411,2008,60641.0,PERMIT - ELECTRIC WIRING,185
1412,2008,60641.0,PERMIT - ELEVATOR EQUIPMENT,5
1413,2008,60641.0,PERMIT - NEW CONSTRUCTION,18
1414,2008,60641.0,PERMIT - RENOVATION/ALTERATION,181
1415,2008,60641.0,PERMIT - SCAFFOLDING,2
1416,2008,60641.0,PERMIT - SIGNS,59
1417,2008,60641.0,PERMIT - WRECKING/DEMOLITION,10
1418,2008,60642.0,PERMIT - EASY PERMIT PROCESS,120
1419,2008,60642.0,PERMIT - ELECTRIC WIRING,93
1420,2008,60642.0,PERMIT - ELEVATOR EQUIPMENT,9
1421,2008,60642.0,PERMIT - NEW CONSTRUCTION,47
1422,2008,60642.0,PERMIT - REINSTATE REVOKED PMT,13
1423,2008,60642.0,PERMIT - RENOVATION/ALTERATION,104
1424,2008,60642.0,PERMIT - SCAFFOLDING,6
1425,2008,60642.0,PERMIT - SIGNS,86
1426,2008,60642.0,PERMIT - WRECKING/DEMOLITION,29
1427,2008,60643.0,PERMIT - EASY PERMIT PROCESS,320
1428,2008,60643.0,PERMIT - ELECTRIC WIRING,315
1429,2008,60643.0,PERMIT - ELEVATOR EQUIPMENT,7
1430,2008,60643.0,PERMIT - NEW CONSTRUCTION,35
1431,2008,60643.0,PERMIT - REINSTATE REVOKED PMT,2
1432,2008,60643.0,PERMIT - RENOVATION/ALTERATION,115
1433,2008,60643.0,PERMIT - SIGNS,67
1434,2008,60643.0,PERMIT - WRECKING/DEMOLITION,10
1435,2008,60644.0,PERMIT - EASY PERMIT PROCESS,240
1436,2008,60644.0,PERMIT - ELECTRIC WIRING,184
1437,2008,60644.0,PERMIT - ELEVATOR EQUIPMENT,12
1438,2008,60644.0,PERMIT - NEW CONSTRUCTION,11
1439,2008,60644.0,PERMIT - RENOVATION/ALTERATION,150
1440,2008,60644.0,PERMIT - SIGNS,16
1441,2008,60644.0,PERMIT - WRECKING/DEMOLITION,14
1442,2008,60645.0,PERMIT - EASY PERMIT PROCESS,131
1443,2008,60645.0,PERMIT - ELECTRIC WIRING,107
1444,2008,60645.0,PERMIT - ELEVATOR EQUIPMENT,9
1445,2008,60645.0,PERMIT - FOR EXTENSION OF PMT,1
1446,2008,60645.0,PERMIT - NEW CONSTRUCTION,4
1447,2008,60645.0,PERMIT - REINSTATE REVOKED PMT,3
1448,2008,60645.0,PERMIT - RENOVATION/ALTERATION,79
1449,2008,60645.0,PERMIT - SCAFFOLDING,1
1450,2008,60645.0,PERMIT - SIGNS,10
1451,2008,60645.0,PERMIT - WRECKING/DEMOLITION,4
1452,2008,60646.0,PERMIT - EASY PERMIT PROCESS,114
1453,2008,60646.0,PERMIT - ELECTRIC WIRING,137
1454,2008,60646.0,PERMIT - ELEVATOR EQUIPMENT,5
1455,2008,60646.0,PERMIT - NEW CONSTRUCTION,8
1456,2008,60646.0,PERMIT - REINSTATE REVOKED PMT,1
1457,2008,60646.0,PERMIT - RENOVATION/ALTERATION,100
1458,2008,60646.0,PERMIT - SIGNS,23
1459,2008,60646.0,PERMIT - WRECKING/DEMOLITION,7
1460,2008,60647.0,PERMIT - EASY PERMIT PROCESS,384
1461,2008,60647.0,PERMIT - ELECTRIC WIRING,254
1462,2008,60647.0,PERMIT - ELEVATOR EQUIPMENT,19
1463,2008,60647.0,PERMIT - FOR EXTENSION OF PMT,5
1464,2008,60647.0,PERMIT - NEW CONSTRUCTION,58
1465,2008,60647.0,PERMIT - RENOVATION/ALTERATION,360
1466,2008,60647.0,PERMIT - SCAFFOLDING,7
1467,2008,60647.0,PERMIT - SIGNS,110
1468,2008,60647.0,PERMIT - WRECKING/DEMOLITION,45
1469,2008,60649.0,PERMIT - EASY PERMIT PROCESS,161
1470,2008,60649.0,PERMIT - ELECTRIC WIRING,182
1471,2008,60649.0,PERMIT - ELEVATOR EQUIPMENT,6
1472,2008,60649.0,PERMIT - NEW CONSTRUCTION,17
1473,2008,60649.0,PERMIT - RENOVATION/ALTERATION,135
1474,2008,60649.0,PERMIT - SCAFFOLDING,14
1475,2008,60649.0,PERMIT - SIGNS,37
1476,2008,60649.0,PERMIT - WRECKING/DEMOLITION,9
1477,2008,60651.0,PERMIT - EASY PERMIT PROCESS,281
1478,2008,60651.0,PERMIT - ELECTRIC WIRING,175
1479,2008,60651.0,PERMIT - ELEVATOR EQUIPMENT,6
1480,2008,60651.0,PERMIT - NEW CONSTRUCTION,17
1481,2008,60651.0,PERMIT - RENOVATION/ALTERATION,167
1482,2008,60651.0,PERMIT - SIGNS,23
1483,2008,60651.0,PERMIT - WRECKING/DEMOLITION,3
1484,2008,60652.0,PERMIT - EASY PERMIT PROCESS,157
1485,2008,60652.0,PERMIT - ELECTRIC WIRING,179
1486,2008,60652.0,PERMIT - NEW CONSTRUCTION,7
1487,2008,60652.0,PERMIT - RENOVATION/ALTERATION,59
1488,2008,60652.0,PERMIT - SCAFFOLDING,1
1489,2008,60652.0,PERMIT - SIGNS,57
1490,2008,60652.0,PERMIT - WRECKING/DEMOLITION,1
1491,2008,60653.0,PERMIT - EASY PERMIT PROCESS,63
1492,2008,60653.0,PERMIT - ELECTRIC WIRING,105
1493,2008,60653.0,PERMIT - ELEVATOR EQUIPMENT,11
1494,2008,60653.0,PERMIT - NEW CONSTRUCTION,22
1495,2008,60653.0,PERMIT - RENOVATION/ALTERATION,94
1496,2008,60653.0,PERMIT - SCAFFOLDING,10
1497,2008,60653.0,PERMIT - SIGNS,13
1498,2008,60653.0,PERMIT - WRECKING/DEMOLITION,46
1499,2008,60654.0,PERMIT - EASY PERMIT PROCESS,110
1500,2008,60654.0,PERMIT - ELECTRIC WIRING,240
1501,2008,60654.0,PERMIT - ELEVATOR EQUIPMENT,27
1502,2008,60654.0,PERMIT - NEW CONSTRUCTION,35
1503,2008,60654.0,PERMIT - REINSTATE REVOKED PMT,0
1504,2008,60654.0,PERMIT - RENOVATION/ALTERATION,161
1505,2008,60654.0,PERMIT - SCAFFOLDING,47
1506,2008,60654.0,PERMIT - SIGNS,100
1507,2008,60654.0,PERMIT - WRECKING/DEMOLITION,4
1508,2008,60655.0,PERMIT - EASY PERMIT PROCESS,133
1509,2008,60655.0,PERMIT - ELECTRIC WIRING,116
1510,2008,60655.0,PERMIT - ELEVATOR EQUIPMENT,4
1511,2008,60655.0,PERMIT - NEW CONSTRUCTION,10
1512,2008,60655.0,PERMIT - REINSTATE REVOKED PMT,1
1513,2008,60655.0,PERMIT - RENOVATION/ALTERATION,85
1514,2008,60655.0,PERMIT - SIGNS,20
1515,2008,60655.0,PERMIT - WRECKING/DEMOLITION,8
1516,2008,60656.0,PERMIT - EASY PERMIT PROCESS,102
1517,2008,60656.0,PERMIT - ELECTRIC WIRING,85
1518,2008,60656.0,PERMIT - ELEVATOR EQUIPMENT,4
1519,2008,60656.0,PERMIT - NEW CONSTRUCTION,6
1520,2008,60656.0,PERMIT - RENOVATION/ALTERATION,36
1521,2008,60656.0,PERMIT - SCAFFOLDING,1
1522,2008,60656.0,PERMIT - SIGNS,28
1523,2008,60656.0,PERMIT - WRECKING/DEMOLITION,6
1524,2008,60657.0,PERMIT - EASY PERMIT PROCESS,292
1525,2008,60657.0,PERMIT - ELECTRIC WIRING,235
1526,2008,60657.0,PERMIT - ELEVATOR EQUIPMENT,23
1527,2008,60657.0,PERMIT - NEW CONSTRUCTION,60
1528,2008,60657.0,PERMIT - REINSTATE REVOKED PMT,1
1529,2008,60657.0,PERMIT - RENOVATION/ALTERATION,284
1530,2008,60657.0,PERMIT - SCAFFOLDING,29
1531,2008,60657.0,PERMIT - SIGNS,96
1532,2008,60657.0,PERMIT - WRECKING/DEMOLITION,57
1533,2008,60659.0,PERMIT - EASY PERMIT PROCESS,123
1534,2008,60659.0,PERMIT - ELECTRIC WIRING,115
1535,2008,60659.0,PERMIT - ELEVATOR EQUIPMENT,4
1536,2008,60659.0,PERMIT - NEW CONSTRUCTION,16
1537,2008,60659.0,PERMIT - RENOVATION/ALTERATION,101
1538,2008,60659.0,PERMIT - SIGNS,48
1539,2008,60659.0,PERMIT - WRECKING/DEMOLITION,3
1540,2008,60660.0,PERMIT - EASY PERMIT PROCESS,140
1541,2008,60660.0,PERMIT - ELECTRIC WIRING,123
1542,2008,60660.0,PERMIT - ELEVATOR EQUIPMENT,17
1543,2008,60660.0,PERMIT - NEW CONSTRUCTION,3
1544,2008,60660.0,PERMIT - REINSTATE REVOKED PMT,3
1545,2008,60660.0,PERMIT - RENOVATION/ALTERATION,115
1546,2008,60660.0,PERMIT - SCAFFOLDING,25
1547,2008,60660.0,PERMIT - SIGNS,38
1548,2008,60660.0,PERMIT - WRECKING/DEMOLITION,2
1549,2008,60661.0,PERMIT - EASY PERMIT PROCESS,32
1550,2008,60661.0,PERMIT - ELECTRIC WIRING,164
1551,2008,60661.0,PERMIT - ELEVATOR EQUIPMENT,12
1552,2008,60661.0,PERMIT - NEW CONSTRUCTION,17
1553,2008,60661.0,PERMIT - RENOVATION/ALTERATION,76
1554,2008,60661.0,PERMIT - SCAFFOLDING,16
1555,2008,60661.0,PERMIT - SIGNS,39
1556,2008,60666.0,PERMIT - EASY PERMIT PROCESS,6
1557,2008,60666.0,PERMIT - ELECTRIC WIRING,97
1558,2008,60666.0,PERMIT - ELEVATOR EQUIPMENT,3
1559,2008,60666.0,PERMIT - NEW CONSTRUCTION,12
1560,2008,60666.0,PERMIT - RENOVATION/ALTERATION,40
1561,2008,60666.0,PERMIT - SCAFFOLDING,1
1562,2008,60666.0,PERMIT - SIGNS,79
1563,2008,60666.0,PERMIT - WRECKING/DEMOLITION,3
1564,2008,60707.0,PERMIT - EASY PERMIT PROCESS,71
1565,2008,60707.0,PERMIT - ELECTRIC WIRING,94
1566,2008,60707.0,PERMIT - ELEVATOR EQUIPMENT,2
1567,2008,60707.0,PERMIT - NEW CONSTRUCTION,2
1568,2008,60707.0,PERMIT - RENOVATION/ALTERATION,24
1569,2008,60707.0,PERMIT - SIGNS,29
1570,2008,60707.0,PERMIT - WRECKING/DEMOLITION,3
1571,2008,60827.0,PERMIT - EASY PERMIT PROCESS,7
1572,2008,60827.0,PERMIT - ELECTRIC WIRING,34
1573,2008,60827.0,PERMIT - NEW CONSTRUCTION,1
1574,2008,60827.0,PERMIT - RENOVATION/ALTERATION,46
1575,2008,60827.0,PERMIT - WRECKING/DEMOLITION,1
1576,2009,60601.0,PERMIT - EASY PERMIT PROCESS,95
1577,2009,60601.0,PERMIT - ELECTRIC WIRING,400
1578,2009,60601.0,PERMIT - ELEVATOR EQUIPMENT,9
1579,2009,60601.0,PERMIT - NEW CONSTRUCTION,12
1580,2009,60601.0,PERMIT - REINSTATE REVOKED PMT,4
1581,2009,60601.0,PERMIT - RENOVATION/ALTERATION,174
1582,2009,60601.0,PERMIT - SCAFFOLDING,25
1583,2009,60601.0,PERMIT - SIGNS,65
1584,2009,60602.0,PERMIT - EASY PERMIT PROCESS,43
1585,2009,60602.0,PERMIT - ELECTRIC WIRING,186
1586,2009,60602.0,PERMIT - ELEVATOR EQUIPMENT,12
1587,2009,60602.0,PERMIT - NEW CONSTRUCTION,2
1588,2009,60602.0,PERMIT - REINSTATE REVOKED PMT,11
1589,2009,60602.0,PERMIT - RENOVATION/ALTERATION,75
1590,2009,60602.0,PERMIT - SCAFFOLDING,24
1591,2009,60602.0,PERMIT - SIGNS,35
1592,2009,60603.0,PERMIT - EASY PERMIT PROCESS,41
1593,2009,60603.0,PERMIT - ELECTRIC WIRING,262
1594,2009,60603.0,PERMIT - ELEVATOR EQUIPMENT,19
1595,2009,60603.0,PERMIT - NEW CONSTRUCTION,15
1596,2009,60603.0,PERMIT - REINSTATE REVOKED PMT,1
1597,2009,60603.0,PERMIT - RENOVATION/ALTERATION,115
1598,2009,60603.0,PERMIT - SCAFFOLDING,25
1599,2009,60603.0,PERMIT - SIGNS,44
1600,2009,60604.0,PERMIT - EASY PERMIT PROCESS,34
1601,2009,60604.0,PERMIT - ELECTRIC WIRING,195
1602,2009,60604.0,PERMIT - ELEVATOR EQUIPMENT,7
1603,2009,60604.0,PERMIT - NEW CONSTRUCTION,2
1604,2009,60604.0,PERMIT - REINSTATE REVOKED PMT,2
1605,2009,60604.0,PERMIT - RENOVATION/ALTERATION,57
1606,2009,60604.0,PERMIT - SCAFFOLDING,18
1607,2009,60604.0,PERMIT - SIGNS,15
1608,2009,60605.0,PERMIT - EASY PERMIT PROCESS,110
1609,2009,60605.0,PERMIT - ELECTRIC WIRING,227
1610,2009,60605.0,PERMIT - ELEVATOR EQUIPMENT,13
1611,2009,60605.0,PERMIT - NEW CONSTRUCTION,47
1612,2009,60605.0,PERMIT - REINSTATE REVOKED PMT,27
1613,2009,60605.0,PERMIT - RENOVATION/ALTERATION,84
1614,2009,60605.0,PERMIT - SCAFFOLDING,59
1615,2009,60605.0,PERMIT - SIGNS,54
1616,2009,60605.0,PERMIT - WRECKING/DEMOLITION,6
1617,2009,60606.0,PERMIT - EASY PERMIT PROCESS,92
1618,2009,60606.0,PERMIT - ELECTRIC WIRING,490
1619,2009,60606.0,PERMIT - ELEVATOR EQUIPMENT,20
1620,2009,60606.0,PERMIT - NEW CONSTRUCTION,15
1621,2009,60606.0,PERMIT - RENOVATION/ALTERATION,266
1622,2009,60606.0,PERMIT - SCAFFOLDING,38
1623,2009,60606.0,PERMIT - SIGNS,58
1624,2009,60606.0,PERMIT - WRECKING/DEMOLITION,4
1625,2009,60607.0,PERMIT - EASY PERMIT PROCESS,153
1626,2009,60607.0,PERMIT - ELECTRIC WIRING,159
1627,2009,60607.0,PERMIT - ELEVATOR EQUIPMENT,24
1628,2009,60607.0,PERMIT - NEW CONSTRUCTION,25
1629,2009,60607.0,PERMIT - REINSTATE REVOKED PMT,4
1630,2009,60607.0,PERMIT - RENOVATION/ALTERATION,120
